id,health_score,unshocked_health_score,health_ability,circumstance_score,effort_score,alive,age_of_death
24136,0.6177010693573766,0.6177010693573766,0.8461029566923205,0.8571428571428571,0.8101677652259722,True,80
24137,0.02110372858971826,0.5605582122145194,0.3452217813841084,0.2857142857142857,0.6503938851895403,True,80
24138,-0.20169866404578085,0.6014855815356902,0.1842044960298047,0.14285714285714285,0.4314141859476489,False,67
24139,0.14245599387344982,0.589129640785948,0.6425169973637721,0.5714285714285714,0.951403760249582,True,80
24140,0.6177010693573766,0.6177010693573766,0.7616058841177464,0.8571428571428571,0.5127552095529123,True,80
24141,0.0,0.7675714285714269,0.3037737669781608,0.2857142857142857,0.3729612768200899,False,34
24142,0.01804113448309021,0.5748439265002336,0.4525733283562266,0.42857142857142855,0.5431474462246635,True,80
24143,-0.2806366320356965,0.5922854005666679,0.18282532094995366,0.14285714285714285,0.41754533103218033,False,69
24144,0.17205375143039825,0.589129640785948,0.6236829933202379,0.5714285714285714,0.8359644767195867,True,80
24145,0.6319867836430908,0.6319867836430908,0.7917853854826489,1.0,0.3623789503587888,True,80
24146,-0.17206972501088055,0.6106856604129852,0.21864595158604627,0.14285714285714285,0.9089748664326424,False,65
24147,0.6319867836430908,0.6319867836430908,0.8469185894170178,1.0,0.4855881846177517,True,80
24148,-0.06003675125033888,0.588169870584736,0.3095641574586736,0.2857142857142857,0.4048719346386858,False,73
24149,0.28368972618808,0.5605582122145194,0.37998236730532486,0.2857142857142857,0.9870285876727058,True,80
24150,-0.07757594510724279,0.6014855815356902,0.17105854439183127,0.14285714285714285,0.31267135786045586,False,67
24151,-0.00036757537495221357,0.7440857142857124,0.2001958814956665,0.14285714285714285,0.6195690199968436,False,36
24152,-0.07546183015486342,0.5692834415575718,0.20617369856169315,0.14285714285714285,0.7041201139929387,False,74
24153,-0.09092063424936295,0.6566857139930119,0.20516146576033065,0.14285714285714285,0.6892129176940025,False,55
24154,0.6177010693573766,0.6177010693573766,0.735916804327767,0.8571428571428571,0.4416931289560975,True,80
24155,0.6319867836430908,0.6319867836430908,0.6860137664907804,1.0,0.1942690483727994,True,80
24156,0.589129640785948,0.589129640785948,0.593493251594052,0.5714285714285714,0.6737524525829095,True,80
24157,0.6319867836430908,0.6319867836430908,0.7967604283793563,1.0,0.3723833421105207,True,80
24158,0.0,0.0,0.5736492378550959,0.5714285714285714,0.5811466413643835,False,0
24159,0.6319867836430908,0.6319867836430908,0.813998444311024,1.0,0.4087020793775942,True,80
24160,0.6319867836430908,0.6319867836430908,0.7367245078851673,1.0,0.26489010017212455,True,80
24161,-0.22619573687011846,0.5830850018089064,0.18388297059616324,0.14285714285714285,0.42814971612838326,False,71
24162,0.6319867836430908,0.6319867836430908,0.9845777743258388,1.0,0.9346570691854763,True,80
24163,-0.1773704628297834,0.661285714124046,0.1691772488612186,0.14285714285714285,0.2979931631759896,False,54
24164,-0.1360101447705384,0.5983361583943617,0.6484999292662237,0.5714285714285714,0.9905267755826268,False,77
24165,0.589129640785948,0.589129640785948,0.5845202419991284,0.5714285714285714,0.6305712169975005,True,80
24166,0.1465186540900561,0.5748439265002336,0.3711445549832721,0.42857142857142855,0.22928229155146318,True,80
24167,-0.18614601821164167,0.6167412991561646,0.4189161869598917,0.5714285714285714,0.14815750280278944,False,73
24168,-0.1471685439763406,0.5651619819033362,0.3563644281338326,0.2857142857142857,0.7467233693596416,False,78
24169,0.6319867836430908,0.6319867836430908,0.9689855138708141,1.0,0.8719868438863936,True,80
24170,-0.09187005108186416,0.5830850018089064,0.1784309956931612,0.14285714285714285,0.375633488353437,False,71
24171,0.4625326339860598,0.5605582122145194,0.25753282882474754,0.2857142857142857,0.18190632217387137,True,80
24172,0.6319867836430908,0.6319867836430908,0.9245386804845288,1.0,0.710964962897222,True,80
24173,-0.16698086904711615,0.681142854401982,0.42745444641442976,0.5714285714285714,0.16174182256315622,False,59
24174,-0.28407396823563236,0.5794476961890505,0.33130444489407396,0.42857142857142855,0.13994386287048177,False,78
24175,-0.11689643580125743,0.6244857014689716,0.17196178910316234,0.14285714285714285,0.31991335667783394,False,62
24176,-0.19814676415747504,0.638285711544839,0.18526133834374425,0.14285714285714285,0.4422795957730608,False,59
24177,0.0,0.8237428571428558,0.642836552347055,0.5714285714285714,0.9534627754336954,False,28
24178,-0.3123856186256685,0.6167412991561646,0.5669517873219277,0.5714285714285714,0.5522179874734746,False,73
24179,-0.24002908513403043,0.5651619819033362,0.37693406723651807,0.2857142857142857,0.953061231269194,False,78
24180,-0.22135938271685868,0.6111712234545292,0.3345575146557076,0.2857142857142857,0.5674490643023566,False,68
24181,-0.016552686547379694,0.5835691558432862,0.2997029724728454,0.2857142857142857,0.35171337904359923,False,74
24182,0.6177010693573766,0.6177010693573766,0.798865082303148,0.8571428571428571,0.6310992766756215,True,80
