,id,health_score,circumstance_score,effort_score,time_bin
5720,38393,0.721571428571246,0.2857142857142857,0.8577995638712708,40 to 44 years
5721,36290,0.721571428571246,0.2857142857142857,0.2493840320656288,40 to 44 years
5722,37812,0.7787142857141032,0.8571428571428571,0.7264488983489557,40 to 44 years
5723,36650,0.7072857142855317,0.14285714285714285,0.5884391856522273,40 to 44 years
5724,36644,0.7072857142855317,0.14285714285714285,0.9879852662934616,40 to 44 years
5725,32983,0.7787142857141032,0.8571428571428571,0.26329675536111286,40 to 44 years
5726,30658,0.7787142857141032,0.8571428571428571,0.19515563796099067,40 to 44 years
5727,39869,0.721571428571246,0.2857142857142857,0.9832128617047496,40 to 44 years
5728,38154,0.7072857142855317,0.14285714285714285,0.19779807815836337,40 to 44 years
5729,33275,0.7501428571426746,0.5714285714285714,0.7664668148580134,40 to 44 years
5730,36128,0.721571428571246,0.2857142857142857,0.27539276556974035,40 to 44 years
5731,39095,0.721571428571246,0.2857142857142857,0.3528995991120381,40 to 44 years
5732,33869,0.7644285714283888,0.7142857142857142,0.8265541798607946,40 to 44 years
5733,33749,0.7787142857141032,0.8571428571428571,0.963410590631478,40 to 44 years
5734,30945,0.721571428571246,0.2857142857142857,0.5338136319906057,40 to 44 years
5735,36898,0.7501428571426746,0.5714285714285714,0.24727023806238074,40 to 44 years
5736,39088,0.7787142857141032,0.8571428571428571,0.9789143279506203,40 to 44 years
5737,32036,0.721571428571246,0.2857142857142857,0.6923729844144796,40 to 44 years
5738,39288,0.7501428571426746,0.5714285714285714,0.3300794898662421,40 to 44 years
5739,33138,0.7644285714283888,0.7142857142857142,0.37936210651653046,40 to 44 years
5740,36648,0.721571428571246,0.2857142857142857,0.0714480322534427,40 to 44 years
5741,38733,0.7501428571426746,0.5714285714285714,0.786401726900184,40 to 44 years
5742,38504,0.7501428571426746,0.5714285714285714,0.7257653908250826,40 to 44 years
5743,38315,0.721571428571246,0.2857142857142857,0.9819598328451797,40 to 44 years
5744,39158,0.7644285714283888,0.7142857142857142,0.2857182070088809,40 to 44 years
5745,30288,0.7072857142855317,0.14285714285714285,0.01573489932736316,40 to 44 years
5746,34032,0.7787142857141032,0.8571428571428571,0.6778849311679033,40 to 44 years
5747,30522,0.0,0.42857142857142855,0.6654193968459957,40 to 44 years
5748,32834,0.7644285714283888,0.7142857142857142,0.6105034954512849,40 to 44 years
5749,35447,0.7501428571426746,0.5714285714285714,0.43566340385123364,40 to 44 years
5750,34617,0.7072857142855317,0.14285714285714285,0.7271039796951558,40 to 44 years
5751,39315,0.7501428571426746,0.5714285714285714,0.8377979058186178,40 to 44 years
5752,36103,0.7501428571426746,0.5714285714285714,0.6919866099308127,40 to 44 years
5753,33277,0.721571428571246,0.2857142857142857,0.3113263940050083,40 to 44 years
5754,38617,0.7501428571426746,0.5714285714285714,0.8728976749342404,40 to 44 years
5755,33529,0.7358571428569602,0.42857142857142855,0.7779714766673156,40 to 44 years
5756,39828,0.7787142857141032,0.8571428571428571,0.7629552899784633,40 to 44 years
5757,38290,0.7787142857141032,0.8571428571428571,0.5333654678316896,40 to 44 years
5758,39657,0.7358571428569602,0.42857142857142855,0.6674907712374992,40 to 44 years
5759,38477,0.7929999999998174,1.0,0.07639360467411505,40 to 44 years
5760,34947,0.721571428571246,0.2857142857142857,0.9264363012712851,40 to 44 years
5761,33633,0.7358571428569602,0.42857142857142855,0.8300883685680445,40 to 44 years
5762,35551,0.7501428571426746,0.5714285714285714,0.14647059552034353,40 to 44 years
5763,31422,0.7501428571426746,0.5714285714285714,0.6230125772955708,40 to 44 years
5764,36095,0.721571428571246,0.2857142857142857,0.217282074414947,40 to 44 years
5765,34667,0.7501428571426746,0.5714285714285714,0.9969335138904631,40 to 44 years
5766,31729,0.7358571428569602,0.42857142857142855,0.21709193180457081,40 to 44 years
5767,39007,0.7072857142855317,0.14285714285714285,0.23986528392830359,40 to 44 years
5768,31640,0.721571428571246,0.2857142857142857,0.4204886396280604,40 to 44 years
