,id,health_score,circumstance_score,effort_score,time_bin
0,14956,0.9757142857142858,0.8571428571428571,0.43308651659001896,0 to 4 years
1,14113,0.9757142857142858,0.8571428571428571,0.7095646289220299,0 to 4 years
2,13165,0.9042857142857142,0.14285714285714285,0.6733795331230631,0 to 4 years
3,18538,0.9185714285714286,0.2857142857142857,0.44765574309709555,0 to 4 years
4,14874,0.9185714285714286,0.2857142857142857,0.601814374779759,0 to 4 years
5,12886,0.9471428571428572,0.5714285714285714,0.4338320159616059,0 to 4 years
6,15128,0.9185714285714286,0.2857142857142857,0.44339975581889746,0 to 4 years
7,15717,0.9757142857142858,0.8571428571428571,0.6833408130455185,0 to 4 years
8,14878,0.9757142857142858,0.8571428571428571,0.6463868270268291,0 to 4 years
9,11146,0.9042857142857142,0.14285714285714285,0.5175165798962734,0 to 4 years
10,12260,0.9614285714285714,0.7142857142857142,0.4586844377023112,0 to 4 years
11,10647,0.99,1.0,0.7583687633388676,0 to 4 years
12,14615,0.9757142857142858,0.8571428571428571,0.722236126372527,0 to 4 years
13,10421,0.9471428571428572,0.5714285714285714,0.7874735220846542,0 to 4 years
14,15301,0.9471428571428572,0.5714285714285714,0.5291563636715007,0 to 4 years
15,13942,0.9614285714285714,0.7142857142857142,0.427060512133968,0 to 4 years
16,17274,0.9042857142857142,0.14285714285714285,0.6347474434680874,0 to 4 years
17,12142,0.9042857142857142,0.14285714285714285,0.43754117825555516,0 to 4 years
18,17866,0.9614285714285714,0.7142857142857142,0.3655101207315382,0 to 4 years
19,13334,0.9471428571428572,0.5714285714285714,0.7241011887940186,0 to 4 years
20,18650,0.9757142857142858,0.8571428571428571,0.560104303564246,0 to 4 years
21,17355,0.9042857142857142,0.14285714285714285,0.5314391479235177,0 to 4 years
22,15685,0.9042857142857142,0.14285714285714285,0.5326736229437123,0 to 4 years
23,12426,0.9614285714285714,0.7142857142857142,0.5311539727161801,0 to 4 years
24,11847,0.9042857142857142,0.14285714285714285,0.5907890472720173,0 to 4 years
25,12359,0.9042857142857142,0.14285714285714285,0.5608586829433764,0 to 4 years
26,10913,0.9185714285714286,0.2857142857142857,0.6559841203701086,0 to 4 years
27,10030,0.9757142857142858,0.8571428571428571,0.677108085427278,0 to 4 years
28,14036,0.9185714285714286,0.2857142857142857,0.5484470503795805,0 to 4 years
29,17113,0.9471428571428572,0.5714285714285714,0.6134047943634535,0 to 4 years
30,18198,0.99,1.0,0.6461737743184144,0 to 4 years
31,15183,0.9042857142857142,0.14285714285714285,0.541546590860156,0 to 4 years
32,11063,0.9042857142857142,0.14285714285714285,0.7588010195678017,0 to 4 years
